video_id,split,class_id,signer_id,EN,TR,frames
signer12_sample61_color,train,83,12,hospital,hastane,72
signer12_sample62_color,train,51,12,government,devlet,71
signer12_sample63_color,train,66,12,married,evli,63
signer12_sample64_color,train,192,12,danger,tehlike,60
signer12_sample65_color,train,224,12,time,zaman,63
signer12_sample66_color,train,28,12,single,bekar,70
signer12_sample67_color,train,86,12,no,hayir,57
signer12_sample68_color,train,38,12,tea,cay,66
signer12_sample69_color,train,191,12,ceiling,tavan,81
signer12_sample70_color,train,56,12,enemy,dusman,62
signer12_sample71_color,train,17,12,shoe,ayakkabi,68
signer12_sample72_color,train,160,12,thursday,persembe,64
signer12_sample73_color,train,30,12,I,ben,67
signer12_sample74_color,train,107,12,crossroads,kavsak,70
signer12_sample75_color,train,157,12,sunday,pazar,58
signer12_sample76_color,train,28,12,single,bekar,70
signer12_sample77_color,train,217,12,eat,yemek,61
signer12_sample78_color,train,184,12,promise,soz,61
signer12_sample79_color,train,167,12,sauce,salca,78
signer12_sample80_color,train,48,12,grandfather,dede,70
signer12_sample81_color,train,170,12,hat,sapka,62
signer12_sample82_color,train,58,12,pharmacy,eczane,79
signer12_sample83_color,train,91,12,always,hep,57
signer12_sample84_color,train,223,12,egg,yumurta,67
signer12_sample85_color,train,3,12,enjoy_your_meal,afiyet_olsun,65
signer12_sample86_color,train,140,12,oven,ocak,63
signer12_sample87_color,train,126,12,scissors,makas,56
signer12_sample88_color,train,219,12,star,yildiz,63
signer12_sample89_color,train,187,12,comb,tarak,63
signer12_sample90_color,train,75,12,shirt,gomlek,77
signer12_sample91_color,train,223,12,egg,yumurta,65
signer12_sample92_color,train,82,12,ill,hasta,61
signer12_sample93_color,train,65,12,yes,evet,70
signer12_sample94_color,train,225,12,difficult,zor,56
signer12_sample95_color,train,11,12,kin,akraba,68
signer12_sample96_color,train,13,12,key,anahtar,65
signer12_sample97_color,train,210,12,band-aid,yarabandi,66
signer12_sample98_color,train,198,12,turkey,turkiye,73
signer12_sample99_color,train,104,12,radiator,kalorifer,70
signer12_sample100_color,train,18,12,mirror,ayna,66
signer12_sample101_color,train,23,12,honey,bal,70
signer12_sample102_color,train,152,12,cotton,pamuk,61
signer12_sample103_color,train,94,12,drink,icmek,69
signer12_sample104_color,train,59,12,glove,eldiven,69
signer12_sample105_color,train,131,12,napkin,mendil,61
signer12_sample106_color,train,99,12,push,itmek,59
signer12_sample107_color,train,69,12,photograph,fotograf,70
signer12_sample108_color,train,10,12,unwise,akilsiz,75
signer12_sample109_color,train,183,12,say,soylemek,57
signer12_sample110_color,train,195,12,tailor,terzi,72
signer12_sample111_color,train,54,12,wedding,dugun,61
signer12_sample112_color,train,56,12,enemy,dusman,66
signer12_sample113_color,train,119,12,coal,komur,73
signer12_sample114_color,train,46,12,wallet,cuzdan,63
signer12_sample115_color,train,141,12,room,oda,57
signer12_sample116_color,train,192,12,danger,tehlike,55
signer12_sample117_color,train,52,12,doctor,doktor,61
signer12_sample118_color,train,141,12,room,oda,61
signer12_sample119_color,train,84,12,fault,hata,55
signer12_sample120_color,train,207,12,alone,yalniz,66
signer12_sample121_color,train,167,12,sauce,salca,75
signer12_sample122_color,train,214,12,pillow,yastik,79
signer12_sample123_color,train,11,12,kin,akraba,72
signer12_sample124_color,train,49,12,change,degistirmek,70
signer12_sample125_color,train,128,12,god_preserve,masallah,50
signer12_sample126_color,train,195,12,tailor,terzi,70
signer12_sample127_color,train,110,12,if_only,keske,65
signer12_sample128_color,train,132,12,stairs,merdiven,64
signer12_sample129_color,train,1,12,hurry,acele,60
signer12_sample130_color,train,178,12,voice,ses,61
signer12_sample131_color,train,87,12,congratulations,hayirli_olsun,62
signer12_sample132_color,train,58,12,pharmacy,eczane,77
signer12_sample133_color,train,18,12,mirror,ayna,58
signer12_sample134_color,train,96,12,medicine,ilac,53
signer12_sample135_color,train,186,12,okay,tamam,58
signer12_sample136_color,train,151,12,apologize,ozur_dilemek,65
signer12_sample137_color,train,184,12,promise,soz,56
signer12_sample138_color,train,126,12,scissors,makas,56
signer12_sample139_color,train,135,12,tap,musluk,64
signer12_sample140_color,train,93,12,goodbye,hoscakal,62
signer12_sample141_color,train,146,12,nope,olmaz,58
signer12_sample142_color,train,168,12,tuesday,sali,55
signer12_sample143_color,train,119,12,coal,komur,60
signer12_sample144_color,train,100,12,good,iyi,57
signer12_sample145_color,train,161,12,picnic,piknik,63
signer12_sample146_color,train,138,12,where,nerede,48
signer12_sample147_color,train,115,12,mince,kiyma,83
signer12_sample148_color,train,0,12,sister,abla,75
signer12_sample149_color,train,74,12,lake,gol,80
signer12_sample150_color,train,126,12,scissors,makas,53
signer12_sample151_color,train,131,12,napkin,mendil,62
signer12_sample152_color,train,188,12,date,tarih,57
signer12_sample153_color,train,211,12,help,yardim,61
signer12_sample154_color,train,90,12,halal,helal,59
signer12_sample155_color,train,64,12,house,ev,62
signer12_sample156_color,train,140,12,oven,ocak,57
signer12_sample157_color,train,190,12,sweet,tatli,56
signer12_sample158_color,train,3,12,enjoy_your_meal,afiyet_olsun,67
signer12_sample159_color,train,111,12,who,kim,67
signer12_sample160_color,train,59,12,glove,eldiven,70
signer12_sample161_color,train,152,12,cotton,pamuk,60
signer12_sample162_color,train,123,12,lap,kucak,56
signer12_sample163_color,train,45,12,saturday,cumartesi,61
signer12_sample164_color,train,20,12,father,baba,70
signer12_sample165_color,train,43,12,soup,corba,66
signer12_sample166_color,train,107,12,crossroads,kavsak,66
signer12_sample167_color,train,100,12,good,iyi,57
signer12_sample168_color,train,28,12,single,bekar,67
signer12_sample169_color,train,9,12,wise,akilli,68
signer12_sample170_color,train,212,12,tomorrow,yarin,61
signer12_sample171_color,train,150,12,fasting,oruc,53
signer12_sample172_color,train,17,12,shoe,ayakkabi,65
signer12_sample173_color,train,43,12,soup,corba,59
signer12_sample174_color,train,195,12,tailor,terzi,75
signer12_sample175_color,train,13,12,key,anahtar,67
signer12_sample176_color,train,111,12,who,kim,63
signer12_sample177_color,train,132,12,stairs,merdiven,64
signer12_sample178_color,train,76,12,see,gormek,67
signer12_sample179_color,train,104,12,radiator,kalorifer,66
signer12_sample180_color,train,116,12,female,kiz,64
signer12_sample181_color,train,188,12,date,tarih,61
signer12_sample182_color,train,52,12,doctor,doktor,61
signer12_sample183_color,train,58,12,pharmacy,eczane,71
signer12_sample184_color,train,94,12,drink,icmek,56
signer12_sample185_color,train,38,12,tea,cay,65
signer12_sample186_color,train,121,12,bridge,kopru,60
signer12_sample187_color,train,102,12,breakfast,kahvalti,57
signer12_sample188_color,train,95,12,needle,igne,63
signer12_sample189_color,train,2,12,hungry,acikmak,68
signer12_sample190_color,train,11,12,kin,akraba,68
signer12_sample191_color,train,223,12,egg,yumurta,60
signer12_sample192_color,train,178,12,voice,ses,60
signer12_sample193_color,train,139,12,grandmother,nine,57
signer12_sample194_color,train,225,12,difficult,zor,57
signer12_sample195_color,train,156,12,potato,patates,71
signer12_sample196_color,train,81,12,carpet,hali,54
signer12_sample197_color,train,189,12,holiday,tatil,56
signer12_sample198_color,train,27,12,baby,bebek,86
signer12_sample199_color,train,65,12,yes,evet,66
signer12_sample200_color,train,208,12,wrong,yanlis,64
signer12_sample201_color,train,47,12,minute,dakika,62
signer12_sample202_color,train,44,12,friday,cuma,68
signer12_sample203_color,train,225,12,difficult,zor,52
signer12_sample204_color,train,86,12,no,hayir,55
signer12_sample205_color,train,107,12,crossroads,kavsak,70
signer12_sample206_color,train,198,12,turkey,turkiye,61
signer12_sample207_color,train,101,12,escape,kacmak,54
signer12_sample208_color,train,142,12,wood,odun,59
signer12_sample209_color,train,212,12,tomorrow,yarin,61
signer12_sample210_color,train,160,12,thursday,persembe,68
signer12_sample211_color,train,108,12,accident,kaza,56
signer12_sample212_color,train,127,12,tongs,masa,53
signer12_sample213_color,train,222,12,tired,yorgun,59
signer12_sample214_color,train,104,12,radiator,kalorifer,72
signer12_sample215_color,train,3,12,enjoy_your_meal,afiyet_olsun,74
signer12_sample216_color,train,1,12,hurry,acele,68
signer12_sample217_color,train,83,12,hospital,hastane,72
signer12_sample218_color,train,199,12,orange,turuncu,60
signer12_sample219_color,train,150,12,fasting,oruc,57
signer12_sample220_color,train,182,12,you,siz,61
signer12_sample221_color,train,80,12,right,hakli,54
signer12_sample222_color,train,144,12,school,okul,58
signer12_sample223_color,train,35,12,work,calismak,73
signer12_sample224_color,train,120,12,dog,kopek,58
signer12_sample225_color,train,135,12,tap,musluk,65
signer12_sample226_color,train,166,12,soap,sabun,67
signer12_sample227_color,train,173,12,hi,selam,66
signer12_sample228_color,train,161,12,picnic,piknik,64
signer12_sample229_color,train,119,12,coal,komur,70
signer12_sample230_color,train,174,12,umbrella,semsiye,73
signer12_sample231_color,train,115,12,mince,kiyma,78
signer12_sample232_color,train,109,12,belt,kemer,57
signer12_sample233_color,train,121,12,bridge,kopru,60
signer12_sample234_color,train,154,12,money,para,64
signer12_sample235_color,train,167,12,sauce,salca,69
signer12_sample236_color,train,191,12,ceiling,tavan,83
signer12_sample237_color,train,87,12,congratulations,hayirli_olsun,59
signer12_sample238_color,train,156,12,potato,patates,71
signer12_sample239_color,train,111,12,who,kim,62
signer12_sample240_color,train,175,12,you,sen,58
signer12_sample241_color,train,78,12,laugh,gulmek,63
signer12_sample242_color,train,205,12,tax,vergi,61
signer12_sample243_color,train,202,12,far,uzak,67
signer12_sample244_color,train,61,12,retired,emekli,64
signer12_sample245_color,train,134,12,manager,mudur,63
signer12_sample246_color,train,15,12,friend,arkadas,61
signer12_sample247_color,train,193,12,telephone,telefon,62
signer12_sample248_color,train,213,12,forbidden,yasak,61
signer12_sample249_color,train,127,12,tongs,masa,54
signer12_sample250_color,train,93,12,goodbye,hoscakal,57
signer12_sample251_color,train,200,12,toilet,tuvalet,59
signer12_sample252_color,train,110,12,if_only,keske,61
signer12_sample253_color,train,148,12,they,onlar,67
signer12_sample254_color,train,48,12,grandfather,dede,70
signer12_sample255_color,train,183,12,say,soylemek,62
signer12_sample256_color,train,96,12,medicine,ilac,53
signer12_sample257_color,train,83,12,hospital,hastane,75
signer12_sample258_color,train,50,12,topple,devirmek,66
signer12_sample259_color,train,87,12,congratulations,hayirli_olsun,59
signer12_sample260_color,train,144,12,school,okul,57
signer12_sample261_color,train,88,12,animal,hayvan,66
signer12_sample262_color,train,192,12,danger,tehlike,56
signer12_sample263_color,train,173,12,hi,selam,57
signer12_sample264_color,train,139,12,grandmother,nine,63
signer12_sample265_color,train,69,12,photograph,fotograf,73
signer12_sample266_color,train,146,12,nope,olmaz,58
signer12_sample267_color,train,30,12,I,ben,60
signer12_sample268_color,train,208,12,wrong,yanlis,66
signer12_sample269_color,train,53,12,full,dolu,66
signer12_sample270_color,train,175,12,you,sen,54
signer12_sample271_color,train,164,12,request,rica_etmek,67
signer12_sample272_color,train,57,12,wall,duvar,77
signer12_sample273_color,train,144,12,school,okul,61
signer12_sample274_color,train,19,12,same,ayni,65
signer12_sample275_color,train,172,12,sugar,seker,60
signer12_sample276_color,train,160,12,thursday,persembe,63
signer12_sample277_color,train,22,12,look,bakmak,66
signer12_sample278_color,train,35,12,work,calismak,64
signer12_sample279_color,train,103,12,pencil,kalem,59
signer12_sample280_color,train,112,12,identity,kimlik,64
signer12_sample281_color,train,88,12,animal,hayvan,68
signer12_sample282_color,train,163,12,psychology,psikoloji,77
signer12_sample283_color,train,5,12,tree,agac,63
signer12_sample284_color,train,192,12,danger,tehlike,60
signer12_sample285_color,train,144,12,school,okul,56
signer12_sample286_color,train,197,12,screwdriver,tornavida,66
signer12_sample287_color,train,214,12,pillow,yastik,81
signer12_sample288_color,train,126,12,scissors,makas,59
signer12_sample289_color,train,99,12,push,itmek,63
signer12_sample290_color,train,36,12,wednesday,carsamba,64
signer12_sample291_color,train,71,12,past,gecmis,60
signer12_sample292_color,train,15,12,friend,arkadas,63
signer12_sample293_color,train,205,12,tax,vergi,50
signer12_sample294_color,train,63,12,meal,et,65
signer12_sample295_color,train,158,12,monday,pazartesi,62
signer12_sample296_color,train,9,12,wise,akilli,70
signer12_sample297_color,train,84,12,fault,hata,53
signer12_sample298_color,train,150,12,fasting,oruc,62
signer12_sample299_color,train,162,12,police,polis,59
signer12_sample300_color,train,187,12,comb,tarak,70
signer12_sample301_color,train,61,12,retired,emekli,66
signer12_sample302_color,train,198,12,turkey,turkiye,70
signer12_sample303_color,train,216,12,slow,yavas,64
signer12_sample304_color,train,219,12,star,yildiz,64
signer12_sample305_color,train,3,12,enjoy_your_meal,afiyet_olsun,66
signer12_sample306_color,train,114,12,book,kitap,62
signer12_sample307_color,train,116,12,female,kiz,62
signer12_sample308_color,train,73,12,bring,getirmek,66
signer12_sample309_color,train,196,12,thanks,tesekkur,70
signer12_sample310_color,train,12,12,shopping,alisveris,64
signer12_sample311_color,train,18,12,mirror,ayna,57
signer12_sample312_color,train,97,12,not_interested,ilgilenmemek,54
signer12_sample313_color,train,41,12,ugly,cirkin,72
signer12_sample314_color,train,132,12,stairs,merdiven,62
signer12_sample315_color,train,122,12,bad,kotu,57
signer12_sample316_color,train,136,12,how,nasil,45
signer12_sample317_color,train,123,12,lap,kucak,61
signer12_sample318_color,train,215,12,bed,yatak,69
signer12_sample319_color,train,98,12,light,isik,67
signer12_sample320_color,train,44,12,friday,cuma,66
signer12_sample321_color,train,200,12,toilet,tuvalet,63
signer12_sample322_color,train,179,12,love,sevmek,70
signer12_sample323_color,train,125,12,salary,maas,58
signer12_sample324_color,train,95,12,needle,igne,60
signer12_sample325_color,train,13,12,key,anahtar,63
signer12_sample326_color,train,28,12,single,bekar,64
signer12_sample327_color,train,27,12,baby,bebek,83
signer12_sample328_color,train,30,12,I,ben,66
signer12_sample329_color,train,205,12,tax,vergi,53
signer12_sample330_color,train,119,12,coal,komur,68
signer12_sample331_color,train,8,12,family,aile,65
signer12_sample332_color,train,81,12,carpet,hali,55
signer12_sample333_color,train,159,12,window,pencere,89
signer12_sample334_color,train,139,12,grandmother,nine,73
signer12_sample335_color,train,162,12,police,polis,63
signer12_sample336_color,train,102,12,breakfast,kahvalti,57
signer12_sample337_color,train,8,12,family,aile,57
signer12_sample338_color,train,20,12,father,baba,63
signer12_sample339_color,train,130,12,be_pleased,memnun_olmak,73
signer12_sample340_color,train,151,12,apologize,ozur_dilemek,64
signer12_sample341_color,train,11,12,kin,akraba,76
signer12_sample342_color,train,75,12,shirt,gomlek,68
signer12_sample343_color,train,11,12,kin,akraba,66
signer12_sample344_color,train,8,12,family,aile,67
signer12_sample345_color,train,135,12,tap,musluk,63
signer12_sample346_color,train,186,12,okay,tamam,61
signer12_sample347_color,train,2,12,hungry,acikmak,66
signer12_sample348_color,train,117,12,smell,koku,63
signer12_sample349_color,train,19,12,same,ayni,62
signer12_sample350_color,train,171,12,war,savas,59
signer12_sample351_color,train,212,12,tomorrow,yarin,55
signer12_sample352_color,train,141,12,room,oda,62
signer12_sample353_color,train,141,12,room,oda,57
signer12_sample354_color,train,118,12,cologne,kolonya,83
signer12_sample355_color,train,222,12,tired,yorgun,62
signer12_sample356_color,train,209,12,do,yapmak,57
signer12_sample357_color,train,127,12,tongs,masa,56
signer12_sample358_color,train,168,12,tuesday,sali,58
signer12_sample359_color,train,80,12,right,hakli,51
signer12_sample360_color,train,118,12,cologne,kolonya,84
signer12_sample361_color,train,148,12,they,onlar,63
signer12_sample362_color,train,91,12,always,hep,50
signer12_sample363_color,train,179,12,love,sevmek,67
signer12_sample364_color,train,160,12,thursday,persembe,67
signer12_sample365_color,train,170,12,hat,sapka,66
signer12_sample366_color,train,141,12,room,oda,61
signer12_sample367_color,train,201,12,flour,un,88
signer12_sample368_color,train,151,12,apologize,ozur_dilemek,66
signer12_sample369_color,train,216,12,slow,yavas,62
signer12_sample370_color,train,100,12,good,iyi,57
signer12_sample371_color,train,178,12,voice,ses,58
signer12_sample372_color,train,221,12,road,yol,58
signer12_sample373_color,train,88,12,animal,hayvan,67
signer12_sample374_color,train,58,12,pharmacy,eczane,84
signer12_sample375_color,train,68,12,elephant,fil,69
signer12_sample376_color,train,11,12,kin,akraba,62
signer12_sample377_color,train,120,12,dog,kopek,60
signer12_sample378_color,train,153,12,trousers,pantolon,53
signer12_sample379_color,train,134,12,manager,mudur,70
signer12_sample380_color,train,173,12,hi,selam,60
signer12_sample381_color,train,33,12,inform,bilgi_vermek,71
signer12_sample382_color,train,126,12,scissors,makas,59
signer12_sample383_color,train,48,12,grandfather,dede,75
signer12_sample384_color,train,30,12,I,ben,64
signer12_sample385_color,train,62,12,male,erkek,62
signer12_sample386_color,train,57,12,wall,duvar,72
signer12_sample387_color,train,213,12,forbidden,yasak,50
signer12_sample388_color,train,105,12,door,kapi,59
signer12_sample389_color,train,179,12,love,sevmek,73
signer12_sample390_color,train,75,12,shirt,gomlek,73
signer12_sample391_color,train,223,12,egg,yumurta,60
signer12_sample392_color,train,71,12,past,gecmis,66
signer12_sample393_color,train,117,12,smell,koku,67
signer12_sample394_color,train,108,12,accident,kaza,55
signer12_sample395_color,train,184,12,promise,soz,56
signer12_sample396_color,train,222,12,tired,yorgun,67
signer12_sample397_color,train,220,12,absent,yok,59
signer12_sample398_color,train,129,12,angel,melek,68
signer12_sample399_color,train,51,12,government,devlet,70
signer12_sample400_color,train,65,12,yes,evet,67
signer12_sample401_color,train,41,12,ugly,cirkin,72
signer12_sample402_color,train,165,12,hour,saat,64
signer12_sample403_color,train,10,12,unwise,akilsiz,70
signer12_sample404_color,train,81,12,carpet,hali,58
signer12_sample405_color,train,39,12,teapot,caydanlik,66
signer12_sample406_color,train,145,12,olympiad,olimpiyat,70
signer12_sample407_color,train,66,12,married,evli,57
signer12_sample408_color,train,179,12,love,sevmek,70
signer12_sample409_color,train,72,12,get_well,gecmis_olsun,76
signer12_sample410_color,train,108,12,accident,kaza,51
signer12_sample411_color,train,59,12,glove,eldiven,72
signer12_sample412_color,train,65,12,yes,evet,64
signer12_sample413_color,train,4,12,brother,agabey,83
signer12_sample414_color,train,4,12,brother,agabey,80
signer12_sample415_color,train,89,12,gift,hediye,68
signer12_sample416_color,train,210,12,band-aid,yarabandi,61
signer12_sample417_color,train,156,12,potato,patates,74
signer12_sample418_color,train,177,12,free,serbest,55
signer12_sample419_color,train,117,12,smell,koku,68
signer12_sample420_color,train,202,12,far,uzak,68
signer12_sample421_color,train,113,12,rent,kira,55
signer12_sample422_color,train,109,12,belt,kemer,62
signer12_sample423_color,train,70,12,football,futbol,67
signer12_sample424_color,train,87,12,congratulations,hayirli_olsun,62
signer12_sample425_color,train,77,12,show,gostermek,57
signer12_sample426_color,train,97,12,not_interested,ilgilenmemek,57
signer12_sample427_color,train,6,12,heavy,agir,70
signer12_sample428_color,train,225,12,difficult,zor,51
signer12_sample429_color,train,89,12,gift,hediye,65
signer12_sample430_color,train,195,12,tailor,terzi,77
signer12_sample431_color,train,216,12,slow,yavas,59
signer12_sample432_color,train,91,12,always,hep,52
signer12_sample433_color,train,16,12,ataturk,ataturk,68
signer12_sample434_color,train,225,12,difficult,zor,57
signer12_sample435_color,train,118,12,cologne,kolonya,87
signer12_sample436_color,train,218,12,cook,yemek_pisirmek,70
signer12_sample437_color,train,36,12,wednesday,carsamba,59
signer12_sample438_color,train,114,12,book,kitap,61
signer12_sample439_color,train,37,12,fork,catal,62
signer12_sample440_color,train,21,12,garden,bahce,76
signer12_sample441_color,train,40,12,hammer,cekic,63
signer12_sample442_color,train,206,12,near,yakin,64
signer12_sample443_color,train,40,12,hammer,cekic,61
signer12_sample444_color,train,26,12,feast,bayram,74
signer12_sample445_color,train,162,12,police,polis,64
signer12_sample446_color,train,180,12,evil,seytan,63
signer12_sample447_color,train,117,12,smell,koku,61
signer12_sample448_color,train,209,12,do,yapmak,54
signer12_sample449_color,train,106,12,sibling,kardes,62
signer12_sample450_color,train,186,12,okay,tamam,58
signer12_sample451_color,train,159,12,window,pencere,95
signer12_sample452_color,train,189,12,holiday,tatil,54
signer12_sample453_color,train,165,12,hour,saat,66
signer12_sample454_color,train,157,12,sunday,pazar,58
signer12_sample455_color,train,213,12,forbidden,yasak,56
signer12_sample456_color,train,66,12,married,evli,61
signer12_sample457_color,train,120,12,dog,kopek,64
signer12_sample458_color,train,80,12,right,hakli,47
signer12_sample459_color,train,35,12,work,calismak,66
signer12_sample460_color,train,163,12,psychology,psikoloji,69
signer12_sample461_color,train,41,12,ugly,cirkin,72
signer12_sample462_color,train,37,12,fork,catal,58
signer12_sample463_color,train,133,12,guest,misafir,60
signer12_sample464_color,train,142,12,wood,odun,62
signer12_sample465_color,train,196,12,thanks,tesekkur,64
signer12_sample466_color,train,97,12,not_interested,ilgilenmemek,53
signer12_sample467_color,train,170,12,hat,sapka,68
signer12_sample468_color,train,57,12,wall,duvar,68
signer12_sample469_color,train,60,12,labor,emek,71
signer12_sample470_color,train,61,12,retired,emekli,60
signer12_sample471_color,train,146,12,nope,olmaz,56
signer12_sample472_color,train,177,12,free,serbest,57
signer12_sample473_color,train,169,12,champion,sampiyon,66
signer12_sample474_color,train,153,12,trousers,pantolon,60
signer12_sample475_color,train,94,12,drink,icmek,63
signer12_sample476_color,train,116,12,female,kiz,52
signer12_sample477_color,train,112,12,identity,kimlik,58
signer12_sample478_color,train,94,12,drink,icmek,63
signer12_sample479_color,train,30,12,I,ben,62
signer12_sample480_color,train,31,12,petrol,benzin,69
signer12_sample481_color,train,174,12,umbrella,semsiye,71
signer12_sample482_color,train,123,12,lap,kucak,65
signer12_sample483_color,train,101,12,escape,kacmak,50
signer12_sample484_color,train,183,12,say,soylemek,60
signer12_sample485_color,train,27,12,baby,bebek,81
signer12_sample486_color,train,55,12,yesterday,dun,66
signer12_sample487_color,train,25,12,flag,bayrak,76
signer12_sample488_color,train,42,12,child,cocuk,68
signer12_sample489_color,train,62,12,male,erkek,69
signer12_sample490_color,train,113,12,rent,kira,55
signer12_sample491_color,train,197,12,screwdriver,tornavida,60
signer12_sample492_color,train,99,12,push,itmek,65
signer12_sample493_color,train,59,12,glove,eldiven,67
signer12_sample494_color,train,179,12,love,sevmek,68
signer12_sample495_color,train,190,12,sweet,tatli,55
signer12_sample496_color,train,141,12,room,oda,61
signer12_sample497_color,train,107,12,crossroads,kavsak,60
signer12_sample498_color,train,195,12,tailor,terzi,69
signer12_sample499_color,train,89,12,gift,hediye,66
signer12_sample500_color,train,33,12,inform,bilgi_vermek,82
signer12_sample501_color,train,23,12,honey,bal,73
signer12_sample502_color,train,211,12,help,yardim,57
signer12_sample503_color,train,47,12,minute,dakika,59
signer12_sample504_color,train,125,12,salary,maas,64
signer12_sample505_color,train,107,12,crossroads,kavsak,60
signer12_sample506_color,train,74,12,lake,gol,81
signer12_sample507_color,train,144,12,school,okul,53
signer12_sample508_color,train,76,12,see,gormek,70
signer12_sample509_color,train,213,12,forbidden,yasak,53
signer12_sample510_color,train,200,12,toilet,tuvalet,63
signer12_sample511_color,train,57,12,wall,duvar,75
signer12_sample512_color,train,143,12,teacher,ogretmen,56
signer12_sample513_color,train,215,12,bed,yatak,70
signer12_sample514_color,train,20,12,father,baba,44
signer12_sample515_color,train,61,12,retired,emekli,70
signer12_sample516_color,train,158,12,monday,pazartesi,62
signer12_sample517_color,train,214,12,pillow,yastik,78
signer12_sample518_color,train,55,12,yesterday,dun,67
signer12_sample519_color,train,69,12,photograph,fotograf,69
signer12_sample520_color,train,47,12,minute,dakika,61
signer12_sample521_color,train,8,12,family,aile,69
signer12_sample522_color,train,191,12,ceiling,tavan,74
signer12_sample523_color,train,144,12,school,okul,55
signer12_sample524_color,train,211,12,help,yardim,58
signer12_sample525_color,train,153,12,trousers,pantolon,52
signer12_sample526_color,train,135,12,tap,musluk,62
signer12_sample527_color,train,73,12,bring,getirmek,61
signer12_sample528_color,train,39,12,teapot,caydanlik,58
signer12_sample529_color,train,163,12,psychology,psikoloji,68
signer12_sample530_color,train,47,12,minute,dakika,60
signer12_sample531_color,train,108,12,accident,kaza,49
signer12_sample532_color,train,43,12,soup,corba,70
signer12_sample533_color,train,217,12,eat,yemek,56
signer12_sample534_color,train,31,12,petrol,benzin,69
signer12_sample535_color,train,142,12,wood,odun,61
signer12_sample536_color,train,39,12,teapot,caydanlik,64
signer12_sample537_color,train,150,12,fasting,oruc,57
signer12_sample538_color,train,22,12,look,bakmak,62
signer12_sample539_color,train,103,12,pencil,kalem,58
signer12_sample540_color,train,69,12,photograph,fotograf,73
signer12_sample541_color,train,88,12,animal,hayvan,69
signer12_sample542_color,train,101,12,escape,kacmak,53
signer12_sample543_color,train,133,12,guest,misafir,51
signer12_sample544_color,train,174,12,umbrella,semsiye,69
signer12_sample545_color,train,46,12,wallet,cuzdan,66
signer12_sample546_color,train,67,12,memorize,ezberlemek,60
signer12_sample547_color,train,195,12,tailor,terzi,75
signer12_sample548_color,train,75,12,shirt,gomlek,70
signer12_sample549_color,train,160,12,thursday,persembe,60
signer12_sample550_color,train,185,12,milk,sut,54
signer12_sample551_color,train,120,12,dog,kopek,61
signer12_sample552_color,train,72,12,get_well,gecmis_olsun,65
signer12_sample553_color,train,165,12,hour,saat,62
signer12_sample554_color,train,185,12,milk,sut,59
signer12_sample555_color,train,179,12,love,sevmek,70
signer12_sample556_color,train,177,12,free,serbest,52
signer12_sample557_color,train,214,12,pillow,yastik,72
signer12_sample558_color,train,131,12,napkin,mendil,61
signer12_sample559_color,train,145,12,olympiad,olimpiyat,63
signer12_sample560_color,train,99,12,push,itmek,60
signer12_sample561_color,train,57,12,wall,duvar,70
signer12_sample562_color,train,48,12,grandfather,dede,78
signer12_sample563_color,train,16,12,ataturk,ataturk,66
signer12_sample564_color,train,63,12,meal,et,62
signer12_sample565_color,train,148,12,they,onlar,60
signer12_sample566_color,train,42,12,child,cocuk,74
signer12_sample567_color,train,27,12,baby,bebek,81
signer12_sample568_color,train,100,12,good,iyi,63
signer12_sample569_color,train,181,12,border,sinir,58
signer12_sample570_color,train,162,12,police,polis,63
signer12_sample571_color,train,166,12,soap,sabun,73
signer12_sample572_color,train,203,12,sad,uzgun,63
signer12_sample573_color,train,169,12,champion,sampiyon,68
signer12_sample574_color,train,164,12,request,rica_etmek,73
signer12_sample575_color,train,149,12,forest,orman,58
signer12_sample576_color,train,198,12,turkey,turkiye,67
signer12_sample577_color,train,151,12,apologize,ozur_dilemek,64
signer12_sample578_color,train,164,12,request,rica_etmek,74
signer12_sample579_color,train,84,12,fault,hata,61
signer12_sample580_color,train,7,12,cry,aglamak,68
signer12_sample581_color,train,130,12,be_pleased,memnun_olmak,69
signer12_sample582_color,train,185,12,milk,sut,56
signer12_sample583_color,train,71,12,past,gecmis,62
signer12_sample584_color,train,25,12,flag,bayrak,74
signer12_sample585_color,train,72,12,get_well,gecmis_olsun,76
signer12_sample586_color,train,79,12,lightweight,hafif,58
signer12_sample587_color,train,26,12,feast,bayram,74
signer12_sample588_color,train,132,12,stairs,merdiven,63
signer12_sample589_color,train,90,12,halal,helal,61
signer12_sample590_color,train,68,12,elephant,fil,64
signer12_sample591_color,train,106,12,sibling,kardes,59
signer12_sample592_color,train,145,12,olympiad,olimpiyat,67
signer12_sample593_color,train,189,12,holiday,tatil,55
signer12_sample594_color,train,1,12,hurry,acele,62
signer12_sample595_color,train,85,12,towel,havlu,69
signer12_sample596_color,train,210,12,band-aid,yarabandi,65
signer12_sample597_color,train,115,12,mince,kiyma,98
signer12_sample598_color,train,80,12,right,hakli,49
signer12_sample599_color,train,72,12,get_well,gecmis_olsun,72
signer12_sample600_color,train,225,12,difficult,zor,57
signer12_sample601_color,train,196,12,thanks,tesekkur,74
signer12_sample602_color,train,86,12,no,hayir,56
signer12_sample603_color,train,39,12,teapot,caydanlik,67
signer12_sample604_color,train,41,12,ugly,cirkin,83
